,group,subj,date,time,sample_number,Cr,SG,Cr.plate.number,Cr.date,cp_dilution,cp_run,cp_assay_date,pg.ml_ucp,cp_batch,stdcr_CP,stdsg_CP,cp_note,month,year,sex,age,month.name,mum,bday,weaning,mid,neo_value,CV,neo_plate_number,neo_dilution,neo_date_assayed,neo_note,SG_corr_fac,neo_sg,month_name,pl,gmd,gm,r,n_agg_g,n_agg_r,n_obs
61,tws,dubl,2015-12-29,2021-12-30 11:50:00,323,2.02,48.0,6.0,2016-11-02,20.0,9.0,11/24/16,27618.5,14.0,9302.874769,15413.78006,"redo, in singlet, originally in batch 2, run 2",12,2015,M,6.77891854893908,dec,dixi,2009-03-05,2.321697467,2015-12-15,31.267,4.6,12.0,40.0,2018-05-07,,0.558360477741585,698.330282301846,dec,0.03,0.0,0.0033333333333333,0.333333333333333,5,1,300
62,tws,dame,2015-12-30,2021-12-30 10:10:00,331,1.82,40.0,6.0,2016-11-02,20.0,2.0,11/9/16,20117.7,2.0,7520.996663,13473.13445,,12,2015,F,3.93702943189596,dec,dixi,2012-01-07,1.869952088,2015-12-15,40.185,2.8,12.0,40.0,2018-05-07,,0.670032573289902,1077.01035830619,dec,0.0066666666666666,0.0066666666666666,0.0166666666666667,0.383333333333333,0,1,300
63,tws,blas,2015-12-30,2021-12-30 11:52:00,333,1.58,42.0,6.0,2016-11-02,20.0,2.0,11/9/16,32267.9,2.0,13895.75255,20581.24864,,12,2015,M,3.86584531143053,dec,blaz,2012-02-02,1.817932923,2015-12-15,65.832,3.7,13.0,40.0,2018-05-08,,0.638126260276097,1680.36511865984,dec,0.0,0.0,0.0,0.31,0,0,300
64,tws,tesl,2015-12-30,2021-12-30 10:20:00,334,1.14,38.0,6.0,2016-11-02,20.0,2.0,11/9/16,14489.3,2.0,8647.906982,10214.4295,,12,2015,F,2.78439425051335,dec,twin,2013-03-03,1.49486653,2015-12-15,34.517,3.3,13.0,40.0,2018-05-08,,0.705297445568318,973.790077147266,dec,0.0033333333333333,0.0133333333333333,0.0033333333333333,0.29,0,0,300
65,twn,petr,2015-12-31,2021-12-30 11:35:00,344,1.28,37.0,6.0,2016-11-02,20.0,2.0,11/9/16,20867.2,2.0,11092.32703,15108.20127,,12,2015,F,5.70020533880903,dec,park,2010-04-03,2.565366188,2015-12-15,11.217,8.2,13.0,40.0,2018-05-08,,0.724359538691786,325.005637820231,dec,0.0,0.0333333333333333,0.0433333333333333,0.34,1,0,300
66,tws,fris,2015-12-31,2021-12-30 10:08:00,346,1.46,38.0,7.0,2016-11-03,20.0,2.0,11/9/16,28669.5,2.0,13360.90018,20210.95475,,12,2015,M,6.79808350444901,dec,flet,2009-02-26,1.418206708,2015-12-15,20.775,8.6,13.0,40.0,2018-05-08,,0.705297445568318,586.102177267272,dec,0.0332225913621262,0.0,0.0033222591362126,0.465116279069767,8,3,301
67,twn,keny,2015-12-31,2021-12-30 15:01:00,348,1.3,40.0,7.0,2016-11-03,20.0,2.0,11/9/16,8461.83,2.0,4428.833976,5667.018262,,12,2015,M,5.8507871321013,dec,kayl,2010-02-07,2.453114305,2015-12-15,28.569,5.0,13.0,40.0,2018-05-08,,0.670032573289902,765.686423452769,dec,0.0132890365448505,0.0332225913621262,0.0066445182724252,0.425249169435216,0,1,301
68,gn,dais,2016-01-06,2021-12-30 09:40:00,368,1.16,42.0,7.0,2016-11-03,20.0,2.0,11/9/16,57218.1,2.0,33561.69603,36495.09088,,1,2016,F,5.89733059548255,jan,daff,2010-02-21,1.98220397,2016-01-15,31.315,10.7,6.0,40.0,2018-01-26,,0.638126260276097,799.31695362184,jan,0.0033333333333333,0.0366666666666667,0.0466666666666667,0.373333333333333,0,3,300
69,twn,ruki,2016-01-06,2021-12-30 15:19:00,371,1.0,41.0,7.0,2016-11-03,20.0,2.0,11/9/16,3354.54,2.0,2282.450834,2191.792445,,1,2016,M,4.89801505817933,jan,rave,2011-02-21,2.770704997,2016-01-15,15.678,18.8,19.0,40.0,2018-05-16,,0.653690315404783,409.942270596647,jan,0.0833333333333333,0.0433333333333333,0.0066666666666666,0.373333333333333,0,0,300
70,twn,davi,2016-01-07,2021-12-30 12:01:00,372,0.7,48.0,7.0,2016-11-03,20.0,2.0,11/9/16,54418.8,2.0,52895.57923,30370.92581,,1,2016,F,2.34907597535934,jan,didg,2013-09-09,1.349760438,2016-01-15,54.903,0.3,13.0,40.0,2018-05-08,,0.558360477741585,1226.22661237785,jan,0.01,0.03,0.02,0.4,1,0,300
71,tws,brog,2016-01-08,2021-12-30 15:58:00,374,0.86,47.0,7.0,2016-11-03,20.0,2.0,11/9/16,17499.8,2.0,13845.32295,9974.371389,,1,2016,F,6.99520876112252,jan,bow,2009-01-16,2.516084873,2016-01-15,17.325,8.3,13.0,40.0,2018-05-08,,0.5702404879063,395.176658119066,jan,0.0366666666666667,0.0066666666666666,0.02,0.373333333333333,1,0,300
72,tws,blas,2016-01-08,2021-12-30 09:58:00,375,1.14,49.0,7.0,2016-11-03,20.0,2.0,11/9/16,59506.3,2.0,35516.20487,32532.48026,,1,2016,M,3.95071868583162,jan,blaz,2012-02-02,1.817932923,2016-01-15,14.927,2.6,19.0,40.0,2018-05-16,,0.546965365950941,326.582080701988,jan,0.0833333333333333,0.0133333333333333,0.0066666666666666,0.303333333333333,0,0,300
73,tws,atom,2016-01-12,2021-12-30 16:14:00,383,1.62,61.0,7.0,2016-11-03,20.0,2.0,11/9/16,46924.3,2.0,19708.39439,20607.16627,,1,2016,F,6.89664613278576,jan,arte,2009-02-21,2.795345654,2016-01-15,61.875,1.7,13.0,40.0,2018-05-08,,0.439365621829444,1087.42991402787,jan,0.0,0.03,0.0866666666666667,0.386666666666667,2,6,300
74,tws,tesl,2016-01-12,2021-12-30 15:28:00,384,1.22,53.0,7.0,2016-11-03,20.0,2.0,11/9/16,25084.7,2.0,13989.99429,12678.95176,,1,2016,F,2.86926762491444,jan,twin,2013-03-03,1.49486653,2016-01-15,21.085,17.5,13.0,40.0,2018-05-08,,0.505684960973511,426.494696085059,jan,0.0166666666666667,0.05,0.01,0.33,2,1,300
75,twn,kabu,2016-01-13,2021-12-30 08:25:00,385,1.0,38.0,7.0,2016-11-03,20.0,2.0,11/9/16,19538.2,2.0,13293.91836,13773.72037,,1,2016,F,2.74332648870637,jan,kayl,2013-04-18,1.604380561,2016-01-15,25.327,0.8,19.0,40.0,2018-05-16,,0.705297445568318,714.522736156352,jan,0.0066889632107023,0.0100334448160535,0.0100334448160535,0.391304347826087,1,0,299
76,twn,amos,2016-01-13,2021-12-30 09:37:00,387,1.58,51.0,7.0,2016-11-03,20.0,2.0,11/9/16,35324.4,2.0,15211.99463,18554.74223,,1,2016,M,5.91101984941821,jan,ambe,2010-02-16,2.650239562,2016-01-15,59.844,1.4,13.0,40.0,2018-05-08,,0.525515743756786,1257.95856677524,jan,0.0299003322259136,0.0066445182724252,0.0232558139534884,0.408637873754153,0,0,301
77,twn,davi,2016-01-13,2021-12-30 16:22:00,388,1.24,52.0,7.0,2016-11-03,20.0,9.0,11/24/16,30131.5,14.0,16533.60369,15522.71615,"redo, in singlet, originally in batch 2, run 2",1,2016,F,2.34907597535934,jan,didg,2013-09-09,1.349760438,2016-01-15,29.007,17.6,13.0,40.0,2018-05-08,,0.515409671761463,598.019533951391,jan,0.01,0.03,0.02,0.4,1,0,300
78,tws,tatu,2016-01-14,2021-12-30 10:07:00,389,1.24,46.0,7.0,2016-11-03,20.0,9.0,11/24/16,10838.3,14.0,5947.136946,6311.806027,"redo, in singlet, originally in batch 2, run 2",1,2016,M,6.87474332648871,jan,twin,2009-03-01,2.945927447,2016-01-15,15.866,2.1,13.0,40.0,2018-05-08,,0.582637020252089,369.764758532786,jan,0.0166666666666667,0.0,0.0,0.343333333333333,0,0,300
79,gn,dext,2016-01-14,2021-12-30 15:06:00,395,0.92,40.0,7.0,2016-11-03,20.0,9.0,11/24/16,9939.18,14.0,7350.742084,6656.422378,"redo, in singlet, originally in batch 2, run 2",1,2016,M,2.81177275838467,jan,dj,2013-03-24,1.80698152,2016-01-15,29.369,0.5,2.0,40.0,2018-01-16,,0.670032573289902,787.127465798046,jan,0.03125,0.003125,0.0,0.3,0,0,320
80,gn,mend,2016-01-15,2021-12-30 15:03:00,396,1.0,44.0,7.0,2016-11-03,20.0,9.0,11/24/16,96923.3,14.0,65947.24372,59010.02836,"redo, in singlet, originally in batch 2, run 2",1,2016,F,5.94661190965092,jan,merl,2010-02-03,2.236824093,2016-01-15,17.854,0.0,6.0,40.0,2018-01-26,,0.609120521172638,435.009511400651,jan,0.0133333333333333,0.0,0.0066666666666666,0.48,0,2,300
81,twn,amos,2016-01-22,2021-12-30 15:04:00,402,1.06,45.0,7.0,2016-11-03,20.0,9.0,11/24/16,6259.31,14.0,4017.806825,3726.18364,"redo, in singlet, originally in batch 2, run 2",1,2016,M,5.91101984941821,jan,ambe,2010-02-16,2.650239562,2016-01-15,22.231,12.6,14.0,40.0,2018-05-08,,0.595584509591024,529.617569308723,jan,0.0299003322259136,0.0066445182724252,0.0232558139534884,0.408637873754153,0,0,301
82,twn,allo,2016-01-25,2021-12-30 12:22:00,403,1.3,41.0,7.0,2016-11-03,20.0,9.0,11/24/16,10459.4,14.0,5474.341376,6833.972437,"redo, in singlet, originally in batch 2, run 2",1,2016,M,2.76796714579055,jan,ambe,2013-04-09,3.394934976,2016-01-15,,,,,,,0.653690315404783,,jan,0.0598006644518272,0.0099667774086378,0.0033222591362126,0.398671096345515,0,0,301
83,twn,safi,2016-01-25,2021-12-30 11:55:00,404,1.46,50.0,7.0,2016-11-03,20.0,9.0,11/24/16,44900.9,14.0,20925.24959,24056.66106,"redo, in singlet, originally in batch 2, run 2",1,2016,F,2.88569472963723,jan,saph,2013-02-25,1.741273101,2016-01-15,26.994,15.0,14.0,80.0,2018-05-08,,0.536026058631922,1157.55899413681,jan,0.0,0.0233333333333333,0.0266666666666667,0.356666666666667,0,0,300
84,twn,pam,2016-01-25,2021-12-30 12:12:00,406,1.44,50.0,7.0,2016-11-03,20.0,9.0,11/24/16,45725.0,14.0,21605.26903,24498.19106,"redo, in singlet, originally in batch 2, run 2",1,2016,F,2.85557837097878,jan,park,2013-03-08,1.796030116,2016-01-15,21.248,6.2,14.0,80.0,2018-05-08,,0.536026058631922,911.158535504886,jan,0.0100334448160535,0.0100334448160535,0.0167224080267559,0.347826086956522,0,0,299
85,tws,blas,2016-01-25,2021-12-30 11:17:00,413,0.56,37.0,7.0,2016-11-03,20.0,9.0,11/24/16,8300.57,14.0,10085.28896,6009.751296,"redo, in singlet, originally in batch 2, run 2",1,2016,M,3.95071868583162,jan,blaz,2012-02-02,1.817932923,2016-01-15,34.149,4.0,14.0,40.0,2018-05-08,,0.724359538691786,989.446155471432,jan,0.0833333333333333,0.0133333333333333,0.0066666666666666,0.303333333333333,0,0,300
86,gn,dais,2016-01-26,2021-12-30 12:35:00,415,2.14,49.0,7.0,2016-11-03,20.0,9.0,11/24/16,,14.0,,,"redo, in singlet, originally in batch 2, run 2",1,2016,F,5.89733059548255,jan,daff,2010-02-21,1.98220397,2016-01-15,,,,,,,0.546965365950941,,jan,0.0033333333333333,0.0366666666666667,0.0466666666666667,0.373333333333333,0,3,300
87,twn,amos,2016-01-26,2021-12-30 10:40:00,419,1.02,40.0,8.0,2016-11-03,20.0,2.0,11/9/16,43341.0,2.0,28911.27284,29026.1372,,1,2016,M,5.91101984941821,jan,ambe,2010-02-16,2.650239562,2016-01-15,40.854,1.7,14.0,40.0,2018-05-08,,0.670032573289902,1094.94042996743,jan,0.0299003322259136,0.0066445182724252,0.0232558139534884,0.408637873754153,0,0,301
88,tws,boyd,2016-01-27,2021-12-30 11:32:00,422,1.32,54.0,8.0,2016-11-03,20.0,2.0,11/9/16,53692.7,2.0,27676.41083,26636.17081,,1,2016,F,3.78097193702943,jan,buai,2012-04-04,2.740588638,2016-01-15,32.406,1.6,14.0,80.0,2018-05-08,,0.496320424659187,1286.70077452045,jan,0.040133779264214,0.020066889632107,0.0,0.374581939799331,0,3,299
89,gn,dext,2016-01-27,2021-12-30 10:53:00,424,0.6,40.0,8.0,2016-11-03,20.0,2.0,11/9/16,16811.0,2.0,19063.85623,11258.58638,,1,2016,M,2.81177275838467,jan,dj,2013-03-24,1.80698152,2016-01-15,11.501,1.0,2.0,40.0,2018-01-16,,0.670032573289902,308.241785016287,jan,0.03125,0.003125,0.0,0.3,0,0,320
90,tws,brog,2016-01-27,2021-12-30 08:30:00,425,1.36,42.0,8.0,2016-11-03,20.0,2.0,11/9/16,47083.5,2.0,23555.82326,30030.99739,,1,2016,F,6.99520876112252,jan,bow,2009-01-16,2.516084873,2016-01-15,26.712,6.4,14.0,40.0,2018-05-08,,0.638126260276097,681.825146579805,jan,0.0366666666666667,0.0066666666666666,0.02,0.373333333333333,1,0,300
91,twn,king,2016-01-27,2021-12-30 08:16:00,426,0.98,46.0,8.0,2016-11-03,20.0,2.0,11/9/16,36480.8,2.0,25328.3404,21245.0046,,1,2016,M,4.20260095824778,jan,kipp,2011-11-02,2.045174538,2016-01-15,19.678,8.8,14.0,40.0,2018-05-08,,0.582637020252089,458.605251380824,jan,0.0434782608695652,0.0,0.0,0.364548494983278,0,0,299
92,gn,mayh,2016-01-27,2021-12-30 12:03:00,427,0.94,48.0,8.0,2016-11-03,20.0,2.0,11/9/16,13803.6,2.0,9991.552361,7703.736789,,1,2016,F,5.83983572895277,jan,mixu,2010-03-14,2.214921287,2016-01-15,,,,,,,0.558360477741585,,jan,0.0,0.0367892976588629,0.0468227424749164,0.361204013377926,1,2,299
93,tws,burn,2016-01-27,2021-12-30 14:50:00,428,1.26,58.0,8.0,2016-11-03,20.0,9.0,11/24/16,47857.9,14.0,25843.51304,22104.25855,"redo, in singlet, originally in batch 2, run 2",1,2016,F,6.87748117727584,jan,blaz,2009-02-28,2.247775496,2016-01-15,25.292,4.9,14.0,40.0,2018-05-08,,0.462091429855105,467.488657755813,jan,0.0033333333333333,0.0633333333333333,0.123333333333333,0.33,1,2,300
94,gn,stel,2016-02-01,2021-12-30 13:40:00,433,1.1,47.0,8.0,2016-11-03,20.0,2.0,11/9/16,21607.0,2.0,13365.03939,12315.35461,,2,2016,F,2.77618069815195,feb,sput,2013-05-07,2.223134839,2016-02-15,52.232,11.9,6.0,40.0,2018-01-26,,0.5702404879063,1191.39204657287,feb,0.0166666666666667,0.0194444444444444,0.0333333333333333,0.391666666666667,1,7,360
95,tws,tatu,2016-02-01,2021-12-30 12:48:00,437,1.78,58.0,8.0,2016-11-03,20.0,2.0,11/9/16,33661.6,2.0,12867.17504,15547.37482,,2,2016,M,6.9596167008898,feb,twin,2009-03-01,2.945927447,2016-02-15,22.529,16.2,14.0,80.0,2018-05-08,,0.462091429855105,832.836625856453,feb,0.0138888888888889,0.0027777777777777,0.0,0.394444444444444,10,6,360
96,tws,tesl,2016-02-01,2021-12-30 12:14:00,438,0.72,39.0,8.0,2016-11-03,20.0,2.0,11/9/16,13460.1,2.0,12719.91609,9245.576298,,2,2016,F,2.95414099931554,feb,twin,2013-03-03,1.49486653,2016-02-15,17.021,10.2,14.0,40.0,2018-05-08,,0.687212895681951,467.8820278961,feb,0.0,0.0052631578947368,0.0026315789473684,0.334210526315789,2,2,380
97,gn,mend,2016-02-02,2021-12-30 12:37:00,439,1.1,39.0,8.0,2016-11-03,20.0,2.0,11/9/16,10965.7,2.0,6782.848729,7532.203773,,2,2016,F,6.03148528405202,feb,merl,2010-02-03,2.236824093,2016-02-15,25.52,5.4,2.0,40.0,2018-01-16,,0.687212895681951,701.506923912136,feb,0.0,0.0138504155124654,0.0470914127423823,0.437673130193906,5,6,361
98,tws,brog,2016-02-02,2021-12-30 12:04:00,440,1.98,58.0,8.0,2016-11-03,20.0,3.0,11/16/16,47155.3,3.0,16204.43072,21779.74678,,2,2016,F,7.08008213552361,feb,bow,2009-01-16,2.516084873,2016-02-15,111.115,6.4,14.0,40.0,2018-05-08,,0.462091429855105,2053.811569134,feb,0.0,0.0,0.0166666666666667,0.3,1,1,360
99,tws,peke,2016-02-02,2021-12-30 10:20:00,442,1.08,42.0,8.0,2016-11-03,20.0,3.0,11/16/16,17552.7,3.0,11058.30671,11195.53746,,2,2016,M,5.12799452429843,feb,pans,2010-12-30,2.814510609,2016-02-15,23.324,7.2,14.0,40.0,2018-05-08,,0.638126260276097,595.346275787188,feb,0.025,0.0222222222222222,0.0,0.391666666666667,0,6,360
100,gn,stel,2016-02-02,2021-12-30 08:46:00,443,0.74,39.0,8.0,2016-11-03,20.0,3.0,11/16/16,3675.06,3.0,3379.100982,2524.353283,,2,2016,F,2.77618069815195,feb,sput,2013-05-07,2.223134839,2016-02-15,25.846,8.6,2.0,40.0,2018-01-16,,0.687212895681951,710.468180071828,feb,0.0166666666666667,0.0194444444444444,0.0333333333333333,0.391666666666667,1,7,360
101,tws,dame,2016-02-03,2021-12-30 10:35:00,445,1.24,41.0,8.0,2016-11-03,20.0,3.0,11/16/16,6193.23,3.0,3398.31772,4046.53834,,2,2016,F,4.10677618069815,feb,dixi,2012-01-07,1.869952088,2016-02-15,64.074,2.1,14.0,40.0,2018-05-08,,0.653690315404783,1675.38213076984,feb,0.0194444444444444,0.0,0.0138888888888889,0.363888888888889,4,4,360
102,tws,bong,2016-02-03,2021-12-30 10:00:00,446,0.74,45.0,8.0,2016-11-03,20.0,3.0,11/16/16,7453.45,3.0,6853.210619,4437.058311,,2,2016,M,2.78439425051335,feb,bonn,2013-05-04,1.971252567,2016-02-15,18.329,13.7,14.0,40.0,2018-05-08,,0.595584509591024,436.658739051755,feb,0.0166204986149584,0.0166204986149584,0.0055401662049861,0.365650969529086,3,4,361
103,tws,brav,2016-02-03,2021-12-30 11:20:00,447,1.18,47.0,8.0,2016-11-03,20.0,3.0,11/16/16,10390.5,3.0,5991.325238,5922.27945,,2,2016,M,2.88843258042437,feb,bow,2013-03-27,3.370294319,2016-02-15,39.809,13.9,14.0,40.0,2018-05-08,,0.5702404879063,908.028143322475,feb,0.0526315789473684,0.0026315789473684,0.0,0.386842105263158,0,2,380
104,twn,safi,2016-02-03,2021-12-30 14:20:00,450,0.88,42.0,8.0,2016-11-03,20.0,3.0,11/16/16,2255.82,3.0,1744.175682,1438.816667,,2,2016,F,2.97056810403833,feb,saph,2013-02-25,1.741273101,2016-02-15,14.126,7.5,19.0,40.0,2018-05-16,,0.638126260276097,360.566862106406,feb,0.0027777777777777,0.05,0.0611111111111111,0.355555555555556,1,0,360
105,gn,renl,2016-02-05,2021-12-30 11:25:00,452,0.5,37.0,8.0,2016-11-03,20.0,3.0,11/16/16,20506.1,3.0,27904.96763,14846.75884,,2,2016,M,2.80355920602327,feb,robe,2013-04-27,1.834360027,2016-02-15,14.711,7.9,3.0,40.0,2018-01-16,,0.724359538691786,426.242126947795,feb,0.0293255131964809,0.0117302052785924,0.0,0.472140762463343,0,2,341
106,gn,dean,2016-02-05,2021-12-30 14:22:00,455,0.9,37.0,8.0,2016-11-03,20.0,3.0,11/16/16,8757.25,3.0,6620.544286,6340.395243,,2,2016,M,5.1006160164271,feb,desd,2011-01-09,2.302532512,2016-02-15,13.161,0.5,3.0,40.0,2018-01-16,,0.724359538691786,381.331835548904,feb,0.0166666666666667,0.0111111111111111,0.0027777777777777,0.472222222222222,2,9,360
107,tws,atom,2016-02-08,2021-12-30 10:27:00,457,1.12,41.0,8.0,2016-11-03,20.0,3.0,11/16/16,18366.0,3.0,11157.45166,11999.99405,,2,2016,F,6.98151950718686,feb,arte,2009-02-21,2.795345654,2016-02-15,18.538,17.0,15.0,40.0,2018-05-14,,0.653690315404783,484.724442678954,feb,0.0027777777777777,0.0083333333333333,0.0805555555555556,0.297222222222222,8,11,360
108,tws,sevi,2016-02-08,2021-12-30 10:04:00,458,0.96,41.0,8.0,2016-11-03,20.0,3.0,11/16/16,22342.9,3.0,15835.68175,14598.42465,,2,2016,F,2.85557837097878,feb,sava,2013-04-08,1.735797399,2016-02-15,32.921,9.9,15.0,40.0,,,0.653690315404783,860.805554937634,feb,0.0081967213114754,0.0081967213114754,0.0327868852459016,0.311475409836066,3,0,366
109,tws,blas,2016-02-08,2021-12-30 11:34:00,459,1.0,44.0,8.0,2016-11-03,20.0,3.0,11/16/16,25714.1,3.0,17496.04089,15655.57271,,2,2016,M,4.03559206023272,feb,blaz,2012-02-02,1.817932923,2016-02-15,12.931,6.8,15.0,40.0,,,0.609120521172638,315.061498371335,feb,0.0696378830083565,0.0250696378830084,0.0,0.33983286908078,2,3,359
110,twn,kabu,2016-02-09,2021-12-30 12:50:00,461,0.86,40.0,8.0,2016-11-03,20.0,3.0,11/16/16,40664.9,3.0,32172.86331,27233.91169,,2,2016,F,2.82819986310746,feb,kayl,2013-04-18,1.604380561,2016-02-15,9.036,1.1,15.0,40.0,,,0.670032573289902,242.176573289902,feb,0.0,0.0166666666666667,0.0055555555555555,0.338888888888889,0,5,360
111,tws,tatu,2016-02-09,2021-12-30 11:20:00,462,1.34,46.0,8.0,2016-11-03,20.0,3.0,11/16/16,9132.88,3.0,4637.366383,5318.63549,,2,2016,M,6.9596167008898,feb,twin,2009-03-01,2.945927447,2016-02-15,9.178,2.5,15.0,40.0,,,0.582637020252089,213.897702874947,feb,0.0138888888888889,0.0027777777777777,0.0,0.394444444444444,10,6,360
112,tws,atom,2016-02-10,2021-12-30 09:56:00,471,1.36,43.0,8.0,2016-11-03,20.0,3.0,11/16/16,17093.6,3.0,8551.909278,10649.1609,,2,2016,F,6.98151950718686,feb,arte,2009-02-21,2.795345654,2016-02-15,17.223,2.8,15.0,40.0,,,0.623286114688281,429.394270131051,feb,0.0027777777777777,0.0083333333333333,0.0805555555555556,0.297222222222222,8,11,360
113,gn,dais,2016-02-10,2021-12-30 16:20:00,473,0.82,41.0,8.0,2016-11-03,20.0,3.0,11/16/16,12828.7,3.0,10644.7938,8382.02786,,2,2016,F,5.98220396988364,feb,daff,2010-02-21,1.98220397,2016-02-15,21.123,5.7,6.0,40.0,2018-01-26,,0.653690315404783,552.316021291809,feb,0.0,0.0222222222222222,0.0277777777777778,0.375,2,6,360
114,gn,ting,2016-02-11,2021-12-30 11:10:00,474,0.9,37.0,8.0,2016-11-03,20.0,3.0,11/16/16,10199.7,3.0,7711.046911,7384.753131,,2,2016,M,5.07597535934292,feb,tang,2011-01-18,2.704996578,2016-02-15,46.66,13.8,3.0,40.0,2018-01-16,,0.724359538691786,1351.94464301435,feb,0.0083333333333333,0.0416666666666667,0.0194444444444444,0.475,10,4,360
115,gn,mend,2016-02-11,2021-12-30 11:30:00,475,1.06,45.0,8.0,2016-11-03,20.0,3.0,11/16/16,32231.7,3.0,20689.3003,19187.61545,,2,2016,F,6.03148528405202,feb,merl,2010-02-03,2.236824093,2016-02-15,15.27,4.5,6.0,40.0,2018-01-26,,0.595584509591024,363.783018458198,feb,0.0,0.0138504155124654,0.0470914127423823,0.437673130193906,5,6,361
116,gn,mole,2016-02-11,2021-12-30 11:45:00,476,0.76,40.0,8.0,2016-11-03,20.0,3.0,11/16/16,27430.3,3.0,24557.57175,18370.49563,,2,2016,F,2.83367556468172,feb,merl,2013-04-16,1.467488022,2016-02-15,11.81,0.3,3.0,40.0,2018-01-16,,0.670032573289902,316.52338762215,feb,0.0,0.0055555555555555,0.0416666666666667,0.330555555555556,1,2,360
117,twn,allo,2016-02-15,2021-12-30 11:19:00,479,0.8,42.0,8.0,2016-11-03,20.0,3.0,11/16/16,10953.2,3.0,9315.78565,6986.216415,,2,2016,M,2.85284052019165,feb,ambe,2013-04-09,3.394934976,2016-02-15,14.145,0.0,15.0,40.0,2018-05-14,,0.638126260276097,361.051838064216,feb,0.0166666666666667,0.0,0.0,0.397222222222222,2,0,360
118,tws,tesl,2016-02-15,2021-12-30 15:40:00,480,0.96,45.0,8.0,2016-11-03,20.0,3.0,11/16/16,17564.2,3.0,12448.74575,10456.01427,,2,2016,F,2.95414099931554,feb,twin,2013-03-03,1.49486653,2016-02-15,10.114,11.2,15.0,80.0,2018-05-14,,0.595584509591024,481.89933840029,feb,0.0,0.0052631578947368,0.0026315789473684,0.334210526315789,2,2,380
119,tws,fris,2016-02-15,2021-12-30 14:24:00,481,1.26,50.0,8.0,2016-11-03,20.0,3.0,11/16/16,3068.03,3.0,1656.752037,1643.765667,,2,2016,M,6.9678302532512,feb,flet,2009-02-26,1.418206708,2016-02-15,5.58,7.3,15.0,81.0,2018-05-14,,0.536026058631922,242.273057980456,feb,0.0138888888888889,0.0,0.0,0.561111111111111,3,6,360
120,tws,brav,2016-02-15,2021-12-30 16:20:00,483,0.98,46.0,8.0,2016-11-03,20.0,3.0,11/16/16,14659.4,3.0,10177.90929,8537.066631,,2,2016,M,2.88843258042437,feb,bow,2013-03-27,3.370294319,2016-02-15,18.998,10.1,15.0,40.0,,,0.582637020252089,442.757524429967,feb,0.0526315789473684,0.0026315789473684,0.0,0.386842105263158,0,2,380
121,tws,brog,2016-02-15,2021-12-30 15:07:00,484,1.1,43.0,8.0,2016-11-03,20.0,3.0,11/16/16,7056.43,3.0,4364.764425,4396.093184,,2,2016,F,7.08008213552361,feb,bow,2009-01-16,2.516084873,2016-02-15,12.872,7.5,15.0,40.0,,,0.623286114688281,320.917554730702,feb,0.0,0.0,0.0166666666666667,0.3,1,1,360
122,twn,kabu,2016-02-16,2021-12-30 12:08:00,488,0.56,40.0,9.0,2016-11-04,20.0,3.0,11/16/16,8679.44,3.0,10545.62041,5812.755041,,2,2016,F,2.82819986310746,feb,kayl,2013-04-18,1.604380561,2016-02-15,23.954,9.3,15.0,40.0,,,0.670032573289902,641.998410423453,feb,0.0,0.0166666666666667,0.0055555555555555,0.338888888888889,0,5,360
123,twn,onyx,2016-02-16,2021-12-30 11:30:00,489,0.74,48.0,9.0,2016-11-04,20.0,3.0,11/16/16,17642.9,3.0,16222.08637,9846.435552,,2,2016,M,3.01163586584531,feb,opal,2013-02-10,1.631759069,2016-02-15,31.708,3.5,15.0,40.0,,,0.558360477741585,708.179761129207,feb,0.0083565459610027,0.0083565459610027,0.0,0.426183844011142,0,0,359
124,twn,pam,2016-02-16,2021-12-30 14:40:00,491,0.98,49.0,9.0,2016-11-04,20.0,3.0,11/16/16,11454.6,3.0,7952.841165,6262.304131,,2,2016,F,2.94045174537988,feb,park,2013-03-08,1.796030116,2016-02-15,9.541,14.9,15.0,80.0,2018-05-14,,0.546965365950941,417.487724523034,feb,0.0055555555555555,0.0027777777777777,0.0,0.316666666666667,2,1,360
125,gn,spor,2016-02-16,2021-12-30 15:20:00,493,0.9,55.0,9.0,2016-11-04,20.0,3.0,11/16/16,4455.93,3.0,3368.715282,2170.33102,,2,2016,F,2.4394250513347,feb,spik,2013-09-07,2.168377823,2016-02-15,37.319,0.9,6.0,40.0,2018-01-26,,0.487296416938111,727.416599348534,feb,0.0055555555555555,0.0361111111111111,0.0138888888888889,0.444444444444444,0,0,360
126,twn,davi,2016-02-18,2021-12-30 09:24:00,504,0.54,37.0,9.0,2016-11-04,20.0,3.0,11/16/16,4267.84,3.0,5377.529804,3089.987431,,2,2016,F,2.43394934976044,feb,didg,2013-09-09,1.349760438,2016-02-15,9.621,9.3,15.0,40.0,,,0.724359538691786,278.762524870147,feb,0.0,0.0305555555555556,0.0583333333333333,0.333333333333333,0,0,360
127,tws,bike,2016-02-19,2021-12-30 13:00:00,510,1.28,40.0,9.0,2016-11-04,20.0,3.0,11/16/16,53596.9,3.0,28490.3745,35894.67185,,2,2016,M,6.8911704312115,feb,bif,2009-03-26,2.264202601,2016-02-15,18.467,7.7,15.0,40.0,2018-05-14,,0.670032573289902,494.939661237785,feb,0.0,0.0194986072423398,0.011142061281337,0.309192200557103,0,3,359
